site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
02124269,"BACK CR AT SR1173 NEAR HARRISBURG, NC",35.3092,-80.6736,03040105,56.48,2019-02-28,cfs,7,0,88.89,831.81,541.51
02126000,"ROCKY RIVER NEAR NORWOOD, NC",35.1489,-80.1758,03040105,8263.33,2019-02-28,cfs,6,7,91.9,542.11,319.53
02128000,"LITTLE RIVER NEAR STAR, NC",35.3872,-79.8314,03040104,793.71,2019-02-28,cfs,7,7,95.48,644.09,387.61
02129000,"PEE DEE R NR ROCKINGHAM, NC",34.9458,-79.8697,03040201,50814.3,2019-02-28,cfs,7,7,96.68,519.08,409.58
02130561,"PEE DEE RIVER NR BENNETTSVILLE, SC",34.6063,-79.7884,03040201,53385.7,2019-02-28,cfs,7,0,96.43,553.47,531.2
02130840,"BLACK CREEK BELOW CHESTERFIELD, SC",34.6633,-80.2117,03040201,149.43,2019-02-28,cfs,7,0,92.31,208.26,184.62
02130900,"BLACK CREEK NEAR MCBEE, SC",34.514,-80.1831,03040201,266.14,2019-02-28,cfs,7,6,80.13,140.76,127.32
02130910,"BLACK CREEK NEAR HARTSVILLE, SC",34.3974,-80.1498,03040201,414.57,2019-02-28,cfs,7,6,85.71,157.12,143.54
02130980,"BLACK CREEK NEAR QUINBY, SC",34.2438,-79.7448,03040201,758.29,2019-02-28,cfs,7,0,80.64,125.74,128.71
02131000,"PEE DEE RIVER AT PEEDEE, SC",34.2043,-79.5484,03040201,31728.6,2019-02-28,cfs,7,7,94.64,265.04,210.12
02131010,"PEE DEE RIVER BELOW PEE DEE, SC",34.1574,-79.5534,03040201,29014.3,2019-02-28,cfs,7,0,94.51,327.9,262.78
02131500,"LYNCHES RIVER NEAR BISHOPVILLE, SC",34.2502,-80.2137,03040202,1712.86,2019-02-28,cfs,7,6,82.73,181.97,147.03
02132000,"LYNCHES RIVER AT EFFINGHAM, SC",34.0515,-79.754,03040202,1507.14,2019-02-28,cfs,7,5,53.68,105.87,86.21
02132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",34.7506,-79.3867,03040204,208.43,2019-02-28,cfs,7,7,93.04,196.37,177.43
02133500,"DROWNING CREEK NEAR HOFFMAN, NC",35.0611,-79.4939,03040203,537,2019-02-28,cfs,7,7,92.81,161.75,155.96
02133624,"LUMBER RIVER NEAR MAXTON, NC",34.7728,-79.3319,03040203,985.43,2019-02-28,cfs,7,7,90.7,173.52,169.49
02134170,"LUMBER RIVER AT LUMBERTON, NC",34.6203,-79.0111,03040203,1491.43,2019-02-28,cfs,7,0,81.01,155.7,143.71
02134480,"BIG SWAMP NR TAR HEEL, NC",34.7103,-78.8364,03040203,316,2019-02-28,cfs,7,5,58.39,114.79,93.73
02134500,"LUMBER RIVER AT BOARDMAN, NC",34.4425,-78.9603,03040203,1937.14,2019-02-28,cfs,7,5,51.5,103.99,88.5
02135000,"LITTLE PEE DEE R. AT GALIVANTS FERRY, SC",34.0571,-79.247,03040204,3232.86,2019-02-28,cfs,7,5,41.17,80.58,63.43
02135200,"PEE DEE RIVER AT HWY 701 NR BUCKSPORT, S",33.661,-79.1545,03040201,21114.3,2019-02-28,cfs,7,0,71,149.9,135.51
02136000,"BLACK RIVER AT KINGSTREE, SC",33.6613,-79.8359,03040205,1045.71,2019-02-28,cfs,7,5,35.33,71.66,55.37
02136361,"TURKEY CREEK NEAR MARYVILLE, SC",33.3285,-79.3381,03040207,3.54,2019-02-28,cfs,7,0,52.75,114.19,67.05
02137727,"CATAWBA R NR PLEASANT GARDENS, NC",35.6858,-82.0603,03050101,1010.43,2019-02-28,cfs,7,8,97.37,400.06,337.79
02138500,"LINVILLE RIVER NEAR NEBO, NC",35.7956,-81.8911,03050101,641.43,2019-02-28,cfs,7,7,96.82,431.74,326.61
02138520,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDG",35.7404,-81.8347,03050101,1405.86,2019-02-28,cfs,7,0,87.56,218.49,186.98
02140991,"JOHNS RIVER AT ARNEYS STORE, NC",35.8336,-81.7119,03050101,1441.14,2019-02-28,cfs,7,8,96.97,375.16,340.04
02142000,"LOWER LITTLE RIVER NR ALL HEALING SPRING",35.9456,-81.2369,03050101,175.17,2019-02-28,cfs,7,7,96.33,477.04,331.51
02142654,"MCDOWELL CREEK NR HUNTERSVILLE, NC",35.4069,-80.8906,03050101,136.14,2019-02-28,cfs,7,0,92.31,1229.81,910.03
02142900,"LONG CREEK NEAR PAW CREEK, NC",35.3286,-80.9097,03050101,100.39,2019-02-28,cfs,7,7,93.91,473.54,288.15
02142914,"GUM BRANCH NEAR THRIFT, NC",35.2994,-80.9464,03050101,48.16,2019-02-28,cfs,7,0,93.33,1141.23,715.6
02143000,"HENRY FORK NEAR HENRY RIVER, NC",35.6844,-81.4033,03050102,660.33,2019-02-28,cfs,6,7,97.38,480.97,356.68
02143040,"JACOB FORK AT RAMSEY, NC",35.5906,-81.5669,03050102,200.83,2019-02-28,cfs,6,7,96.5,401.66,307.74
02143500,"INDIAN CREEK NEAR LABORATORY, NC",35.4206,-81.2653,03050102,629.14,2019-02-28,cfs,7,7,98.22,694.65,484.4
02144000,"LONG CREEK NEAR BESSEMER CITY, NC",35.3064,-81.2347,03050102,197.59,2019-02-28,cfs,7,7,96.2,514.16,351.77
02145000,"SOUTH FORK CATAWBA RIVER AT LOWELL, NC",35.2853,-81.1011,03050102,4868.57,2019-02-28,cfs,7,8,98.48,481.02,442.64
02145268,"DUHARTS CREEK AT SR 2439 NEAR CRAMERTON,",35.2477,-81.0978,03050102,49.23,2019-02-28,cfs,7,0,0,0,0
02146000,"CATAWBA RIVER NEAR ROCK HILL, SC",34.9849,-80.974,03050103,15858.6,2019-02-28,cfs,7,8,98.81,338.29,292.71
02146110,"MANCHESTER CREEK AT ROCK HILL, SC",34.9444,-80.9797,03050103,31.15,2019-02-28,cfs,7,0,91.67,506.5,456.74
02146211,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE",35.2619,-80.8369,03050103,50.96,2019-02-28,cfs,7,8,96.97,605.23,390.5
02146285,"STEWART CREEK AT WEST MOREHEAD ST AT CHA",35.2283,-80.8692,03050103,39.38,2019-02-28,cfs,6,0,94.12,222.74,215.43
02146300,"IRWIN CREEK NEAR CHARLOTTE, NC",35.1978,-80.9044,03050103,245.54,2019-02-28,cfs,7,7,95.52,583.65,377.99
02146315,"TAGGART CREEK AT WEST BOULEVARD NR CHARL",35.2067,-80.9219,03050103,69.01,2019-02-28,cfs,7,0,95.24,1417.04,1001.6
02146348,"COFFEY CREEK NR CHARLOTTE, NC",35.1458,-80.9269,03050103,67.28,2019-02-28,cfs,7,0,95,939.66,539.53
02146381,"SUGAR CREEK AT NC 51 NEAR PINEVILLE, NC",35.0908,-80.8994,03050103,502.76,2019-02-28,cfs,5,0,95.83,641.28,492.56
02146409,"LTL SUGAR CR AT MEDICAL CENTER DR AT CHA",35.2036,-80.8369,03050103,100.44,2019-02-28,cfs,7,0,95.83,522.85,457.38
02146470,"LITTLE HOPE CR AT SENECA PLACE AT CHARLO",35.1644,-80.8531,03050103,17.25,2019-02-28,cfs,7,7,93.86,575,362.39
02146507,"LITTLE SUGAR C AT ARCHDALE DR AT CHARLOT",35.1481,-80.8578,03050103,321.19,2019-02-28,cfs,7,7,92.6,410.89,268.26
02146530,"LITTLE SUGAR CREEK AT PINEVILLE, NC",35.0853,-80.8822,03050103,365.34,2019-02-28,cfs,7,0,95.24,485.57,401.03
02146562,"CAMPBELL CREEK NR CHARLOTTE, NC",35.1867,-80.7367,03050103,34.27,2019-02-28,cfs,7,0,95,699.39,416.91
02146600,"MCALPINE CR AT SARDIS ROAD NEAR CHARLOTT",35.1378,-80.7675,03050103,330.41,2019-02-28,cfs,7,7,95.88,761.14,446.26
02146670,"FOUR MILE CREEK NEAR PINEVILLE, NC",35.0769,-80.8225,03050103,93.34,2019-02-28,cfs,7,0,85.71,689.36,359.14
02146700,"MCMULLEN CR AT SHARON VIEW RD NEAR CHARL",35.1408,-80.82,03050103,47.42,2019-02-28,cfs,7,7,94.51,666.01,363.65
02146750,"MCALPINE CR BELOW MCMULLEN CR NR PINEVIL",35.0665,-80.8699,03050103,669.87,2019-02-28,cfs,7,6,89.06,671.28,306.53
02146800,"SUGAR CREEK NEAR FORT MILL, SC",35.006,-80.9023,03050103,2044.86,2019-02-28,cfs,7,0,91.67,530.15,472.25
02147020,"CATAWBA RIVER BELOW CATAWBA, SC",34.8363,-80.8795,03050103,19442.9,2019-02-28,cfs,7,0,96.15,493.83,397.71
02147403,"FISHING CREEK BELOW FORT LAWN, SC",34.6368,-80.9273,03050103,1360.71,2019-02-28,cfs,7,0,75,1253.3,283.97
02147500,"ROCKY CREEK AT GREAT FALLS, SC",34.5654,-80.9198,03050103,543.43,2019-02-28,cfs,7,6,83.32,284.83,165.41
02148000,"WATEREE RIVER NR. CAMDEN, SC",34.2446,-80.654,03050104,18928.6,2019-02-28,cfs,7,7,95.3,259.09,222.92
02149000,"COVE CREEK NEAR LAKE LURE, NC",35.4233,-82.1117,03050105,626,2019-02-28,cfs,7,8,98.53,478.92,372.93
02150495,"SECOND BROAD RIVER NR LOGAN, NC",35.4044,-81.8725,03050105,636.14,2019-02-28,cfs,7,0,95,734.91,519.89
02151500,"BROAD RIVER NEAR BOILING SPRINGS, NC",35.2108,-81.6975,03050105,7011.43,2019-02-28,cfs,7,8,98.94,440.18,375.9
02152100,"FIRST BROAD RIVER NEAR CASAR, NC",35.4931,-81.6822,03050105,427.29,2019-02-28,cfs,7,7,98.19,468.06,348.98
02152474,"FIRST BROAD RIVER AT LAWNDALE, NC",35.4153,-81.5617,03050105,967,2019-02-28,cfs,7,0,90.91,579.28,436.94
02153200,"BROAD RIVER NEAR BLACKSBURG, SC",35.124,-81.5879,03050105,10542.9,2019-02-28,cfs,7,0,95.45,644.54,537.33
02153551,"BROAD RIVER BELOW NINETYNINE ISLAND RESE",35.0312,-81.4926,03050105,12080,2019-02-28,cfs,7,0,95.24,714.49,569.55
02153590,"KINGS CREEK AT BLACKSBURG, SC",35.1185,-81.4365,03050105,159.67,2019-02-28,cfs,7,0,92.31,997.94,566.41
02153700,"THICKETTY CREEK AT CNTY ROAD 42 NEAR GAF",35.0629,-81.7145,03050105,181.2,2019-02-28,cfs,7,0,92.31,908.27,765.85
02154500,"NORTH PACOLET RIVER AT FINGERVILLE, SC",35.121,-81.9859,03050105,1031.86,2019-02-28,cfs,7,8,98.86,487.39,407.79
02154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",35.1065,-82.1296,03050105,528.29,2019-02-28,cfs,7,0,96.67,510.38,447.4
02155500,"PACOLET RIVER NEAR FINGERVILLE, SC",35.1098,-81.9595,03050105,1716.43,2019-02-28,cfs,7,7,97.96,477.73,404.2
02156300,"LAWSONS FORK CREEK AT SPARTANBURG SC",34.9482,-81.8687,03050105,477.86,2019-02-28,cfs,7,0,85.71,404.49,328.86
02156500,"BROAD RIVER NEAR CARLISLE, SC",34.5951,-81.4212,03050106,20912.9,2019-02-28,cfs,7,7,97.38,474.68,390.69
02157470,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",35.0389,-82.2186,03050107,233,2019-02-28,cfs,7,0,94.12,462.21,460.93
02157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",34.9401,-82.1234,03050107,519.71,2019-02-28,cfs,7,0,94.74,532.49,494.68
02160105,"TYGER RIVER NEAR DELTA, SC",34.5354,-81.5482,03050107,4628.57,2019-02-28,cfs,7,7,95.98,425.47,344.91
02160325,"BRUSHY CREEK NEAR GREENVILLE, SC",34.8834,-82.3012,03050108,65.63,2019-02-28,cfs,7,0,92.86,405.88,372.9
02160326,"ENOREE RIVER AT PELHAM, SC",34.8565,-82.2262,03050108,769.43,2019-02-28,cfs,7,0,96.15,468.85,444.81
02160381,"DURBIN CREEK ABOVE FOUNTAIN INN, SC",34.7168,-82.1737,03050108,62.47,2019-02-28,cfs,7,0,95.83,394.38,305.78
02160390,"ENOREE RIVER NEAR WOODRUFF, SC",34.6835,-82.0398,03050108,1772,2019-02-28,cfs,7,0,96.15,468.78,408.66
02160700,"ENOREE RIVER AT WHITMIRE, SC",34.5093,-81.5982,03050108,2728,2019-02-28,cfs,7,7,96.24,416.76,344.89
02161000,"BROAD RIVER AT ALSTON, SC",34.2432,-81.3195,03050106,33414.3,2019-02-28,cfs,7,8,97.3,457.95,441.77
02162035,"BROAD RIVER NEAR COLUMBIA, SC",34.0483,-81.0733,03050106,32614.3,2019-02-28,cfs,7,0,85.71,379.02,435.09
02162093,"SMITH BRANCH AT NORTH MAIN ST AT COLUMBI",34.0274,-81.0418,03050106,3.21,2019-02-28,cfs,7,3,8.64,31.2,23.33
02162287,"TABLE ROCK RESERVOIR TAILRACE NR CLEVELA",35.0622,-82.6697,03050109,243.29,2019-02-28,cfs,7,0,0,0,0
02162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",35.0634,-82.6501,03050109,267.71,2019-02-28,cfs,7,0,91.67,987.5,711.05
02162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",35.1201,-82.5376,03050109,335.43,2019-02-28,cfs,7,0,96.55,433.09,418.4
02162500,"SALUDA RIVER NEAR GREENVILLE, SC",34.8423,-82.4807,03050109,3064.29,2019-02-28,cfs,7,8,98.46,434.87,384.93
02163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",34.6148,-82.444,03050109,3904.29,2019-02-28,cfs,7,0,95.65,582.1,487.6
02163500,"SALUDA RIVER NEAR WARE SHOALS, SC",34.3918,-82.2234,03050109,5090,2019-02-28,cfs,7,8,98.73,460.75,378.44
02164000,"REEDY RIVER NEAR GREENVILLE, SC",34.8001,-82.3651,03050109,372.43,2019-02-28,cfs,7,7,97.4,454.18,347.87
02164110,"REEDY RIVER ABOVE FORK SHOALS, SC",34.6529,-82.2976,03050109,836,2019-02-28,cfs,7,0,96,430.15,364.38
02165200,"SOUTH RABON CREEK NEAR GRAY COURT, SC",34.5201,-82.1571,03050109,135.5,2019-02-28,cfs,7,8,97.67,325.88,295.4
02166501,"LAKE GREENWOOD TAILRACE NR CHAPPELLS, SC",34.1676,-81.9079,03050109,5905.71,2019-02-28,cfs,7,0,95.45,527.7,380.51
02167000,"SALUDA RIVER AT CHAPPELLS, SC",34.1746,-81.864,03050109,6471.43,2019-02-28,cfs,7,7,96.47,284.1,253.36
02167450,"LITTLE RIVER NR SILVERSTREET, SC",34.2096,-81.7632,03050109,409.43,2019-02-28,cfs,7,0,83.23,208.51,165.41
02167582,"BUSH RIVER NR PROSPERITY, SC",34.1688,-81.6104,03050109,150.63,2019-02-28,cfs,7,0,55.86,111.49,97.39
02167705,"LITTLE SALUDA RIVER NEAR SALUDA, SC",34.0446,-81.6971,03050109,56.16,2019-02-28,cfs,7,0,25.19,24.77,19.28
02168504,"SALUDA RIVER BELOW LK MURRAY DAM NR COLU",34.051,-81.2095,03050109,884.57,2019-02-28,cfs,7,0,31.3,56.75,32.74
02169000,"SALUDA RIVER NEAR COLUMBIA, SC",34.014,-81.0879,03050106,1015.57,2019-02-28,cfs,7,4,24.9,43.57,31.43
02169500,"CONGAREE RIVER AT COLUMBIA, SC",33.9932,-81.0498,03050110,33100,2019-02-28,cfs,7,7,95.64,323.67,267.56
02169570,"GILLS CREEK AT COLUMBIA, SC",33.9896,-80.9743,03050110,58.87,2019-02-28,cfs,7,5,26.85,68.85,55.76
02171500,"SANTEE RIVER NEAR PINEVILLE, SC",33.4543,-80.1415,03050112,,,,,0,,,
02171645,"REDIV CANAL AT SANTEE RIVER NR ST STEPHE",33.4275,-79.915,03050112,22328.6,2019-02-28,cfs,7,6,89.4,276.72,207.1
02172002,"LAKE MOULTRIE TAILRACE CANAL AT MONCKS C",33.2152,-79.9745,03050201,5881.43,2019-02-28,cfs,7,0,92.94,116.5,116.49
02172035,"TURKEY CREEK ABOVE HUGER, SC",33.1316,-79.7837,03050201,3.07,2019-02-28,cfs,7,0,18.92,15.89,10.83
02172300,"MCTIER CREEK (RD 209) NEAR MONETTA, SC",33.7535,-81.6018,03050204,18.17,2019-02-28,cfs,7,0,28.49,76.99,74.96
02172558,"SOUTH FORK EDISTO RIVER ABOVE SPRINGFIEL",33.5203,-81.4103,03050204,424.71,2019-02-28,cfs,7,0,35.73,75.02,85.39
02173000,"SOUTH FORK EDISTO RIVER NEAR DENMARK, SC",33.3932,-81.1332,03050204,811.71,2019-02-28,cfs,7,5,34.92,90.46,77.45
02173030,"SOUTH FORK EDISTO RIVER NEAR COPE, SC",33.359,-81.0595,03050204,852.43,2019-02-28,cfs,7,0,39.65,90.61,85.86
02173051,"SOUTH FORK EDISTO RIVER NEAR BAMBERG, SC",33.3371,-81.0187,03050204,960.29,2019-02-28,cfs,7,0,36.67,84.05,77.78
02173212,"CEDAR CREEK NEAR THOR, SC",33.69,-81.2542,03050203,25.33,2019-02-28,cfs,7,0,88.89,146.5,137.66
02173500,"NORTH FORK EDISTO RIVER AT ORANGEBURG, S",33.4835,-80.8734,03050203,696.57,2019-02-28,cfs,7,5,26.13,77.49,70.7
02175000,"EDISTO RIVER NR GIVHANS, SC",33.0279,-80.3915,03050205,2345.71,2019-02-28,cfs,7,4,24.8,67.54,57.12
02175500,"SALKEHATCHIE RIVER NEAR MILEY, SC",32.989,-81.0526,03050207,327.14,2019-02-28,cfs,7,5,31.12,80.89,66.27
02176500,"COOSAWHATCHIE RIVER NEAR HAMPTON, SC",32.8363,-81.1318,03050208,73.69,2019-02-28,cfs,7,4,14.5,28.36,22.94
02176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PIN",34.9745,-83.1162,03060102,892.29,2019-02-28,cfs,7,0,88.89,568.08,418.42
02177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",34.814,-83.306,03060102,2784.29,2019-02-28,cfs,7,8,98.73,372.91,322.43
02178400,"TALLULAH RIVER NEAR CLAYTON, GA",34.8904,-83.5304,03060102,1174,2019-02-28,cfs,7,8,98.15,535.36,461.68
02181350,"TALLULAH R AT TERRORA PWRHSE, NR TALLULA",34.7503,-83.405,03060102,736.33,2019-02-28,cfs,6,0,75,1102.46,345.29
02181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULA",34.732,-83.3757,03060102,1919,2019-02-28,cfs,7,0,95.24,4698.82,3938.83
02186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",34.8015,-82.7485,03060101,903.71,2019-02-28,cfs,7,7,97.2,422.57,344.02
02186702,"EIGHTEENMILE CREEK BELOW PENDLETON,SC",34.645,-82.8006,03060101,295.71,2019-02-28,cfs,7,0,83.33,336.3,349.75
02187910,"ROCKY RIVER NR STARR, SC",34.3832,-82.5774,03060103,541.43,2019-02-28,cfs,7,0,96.43,340.22,305.34
02188600,"BEAVERDAM CREEK ABOVE ELBERTON, GA",34.1687,-82.8965,03060103,300.29,2019-02-28,cfs,7,0,94.44,273.31,267.16
02191227,"GROVE CREEK AT US 441 AND GA 15 NEAR COM",34.2695,-83.4677,03060104,297.29,2019-02-28,cfs,7,0,75,310.36,279.64
02191300,"BROAD RIVER ABOVE CARLTON, GA",34.0733,-83.0033,03060104,3800,2019-02-28,cfs,7,6,87.44,302.96,226.59
02192000,"BROAD RIVER NEAR BELL, GA",33.9742,-82.77,03060104,5517.14,2019-02-28,cfs,7,7,90.89,251.02,191.35
02192500,"LITTLE RIVER NEAR MT. CARMEL, SC",34.0715,-82.5007,03060103,470.57,2019-02-28,cfs,7,6,78.65,203.83,142.12
02193340,"KETTLE CREEK NEAR WASHINGTON, GA",33.6826,-82.8579,03060105,19.26,2019-02-28,cfs,7,4,21.85,52.11,36.73
02193500,"LITTLE RIVER NEAR WASHINGTON, GA",33.6128,-82.7425,03060105,163.67,2019-02-28,cfs,6,4,21.51,47.51,33.33
02195320,"KIOKEE CREEK AT GA 104, NEAR EVANS, GA",33.601,-82.2326,03060106,61.93,2019-02-28,cfs,7,0,28.9,55.3,45.6
02196000,"STEVENS CREEK NEAR MODOC, SC",33.7293,-82.1818,03060107,236.43,2019-02-28,cfs,7,4,22.34,45.87,30.27
02196485,"AUGUSTA CANAL NR AUGUSTA, GA (UPPER)",33.5493,-82.0368,03060106,,,,,0,,,
02196690,"HORSE CREEK AT CLEARWATER, SC",33.4782,-81.9076,03060106,201.57,2019-02-28,cfs,7,0,36.56,90.24,93.9
02197000,"SAVANNAH RIVER AT AUGUSTA, GA",33.3738,-81.9429,03060106,19852.9,2019-02-28,cfs,7,6,81.81,215.26,168.02
02197020,"SPIRIT CREEK AT US 1, NEAR AUGUSTA, GA",33.3732,-82.1387,03060106,23.06,2019-02-28,cfs,7,0,44.96,88.93,92.54
02197500,"SAVANNAH R AT BURTONS FERRY BR NR MILLHA",32.939,-81.5026,03060106,13242.9,2019-02-28,cfs,7,5,63.14,123.73,94.31
02197598,"BRUSHY CREEK AT CAMPGROUND ROAD, NEAR WR",33.1807,-82.3343,03060108,18.14,2019-02-28,cfs,7,0,47.21,95.22,77.03
02197830,"BRIER CREEK NEAR WAYNESBORO, GA",33.1182,-81.9637,03060108,462.57,2019-02-28,cfs,7,4,21.14,65.61,61.66
02198000,"BRIER CREEK AT MILLHAVEN, GA",32.9335,-81.6512,03060108,615.86,2019-02-28,cfs,7,5,30.88,69.56,61.62
02198100,"BEAVERDAM CREEK NEAR SARDIS, GA",32.9377,-81.8154,03060108,13.46,2019-02-28,cfs,7,4,22.71,27.79,19.97
02198375,"SAVANNAH RIVER NEAR ESTILL, SC",32.7033,-81.4283,03060109,13085.7,2019-02-28,cfs,7,0,71.58,132.66,123.56
02198500,"SAVANNAH RIVER NEAR CLYO, GA",32.5282,-81.2687,03060109,12328.6,2019-02-28,cfs,7,5,49.48,98.97,77.55
02198690,"EBENEZER CREEK AT SPRINGFIELD, GA",32.3657,-81.2973,03060109,72.7,2019-02-28,cfs,7,0,37.33,48.42,29.8
02200120,"OGEECHEE RIVER AT GA 88, NEAR GRANGE, GA",33.0446,-82.6037,03060201,376,2019-02-28,cfs,7,0,39.7,68.37,71.94
02201000,"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA",32.9757,-82.6099,03060201,94.76,2019-02-28,cfs,7,5,30.79,64.52,57.12
02201230,"OGEECHEE RIVER AT MIDVILLE, GA",32.8146,-82.2351,03060201,1087.14,2019-02-28,cfs,7,0,36.03,63.79,66.46
02202040,"OGEECHEE RIVER AT ROCKY FORD RD, NR ROCK",32.6491,-81.8407,03060202,1647.14,2019-02-28,cfs,7,0,36.26,60.15,62.58
02202190,"OGEECHEE RIVER AT GA 24, NEAR OLIVER, GA",32.4946,-81.5557,03060202,1940,2019-02-28,cfs,7,0,31.85,61.1,62.4
02202500,"OGEECHEE RIVER NEAR EDEN, GA",32.1916,-81.4159,03060202,2157.14,2019-02-28,cfs,7,5,25.89,58.48,47.54
02202600,"BLACK CREEK NEAR BLITCHTON, GA",32.168,-81.4882,03060202,119,2019-02-28,cfs,7,5,35.28,54.62,34.06
02202680,"OGEECHEE RIVER AT GA 204, NEAR ELLABELL,",32.0802,-81.3854,03060202,2122.86,2019-02-28,cfs,7,0,24.58,60.37,57.77
02203000,"CANOOCHEE RIVER NEAR CLAXTON, GA",32.1849,-81.8887,03060203,417,2019-02-28,cfs,7,5,27.7,45.9,40.94
02203518,"CANOOCHEE RIVER AT BRIDGE 38, AT FORT ST",31.9694,-81.4586,03060203,875.29,2019-02-28,cfs,7,0,27.01,52.1,46.82
02203557,"PEACOCK CREEK AT ATLANTIC RR LINE NR MCI",31.8205,-81.5396,03060204,10.36,2019-02-28,cfs,7,0,20.84,27.6,18.95
02203603,"SOUTH RIVER AT SPRINGDALE ROAD, AT ATLAN",33.6839,-84.4153,03070103,4.5,2019-02-28,cfs,7,0,51.82,106.64,79.23
02203655,"SOUTH RIVER AT FORREST PARK ROAD, AT ATL",33.679,-84.358,03070103,44.41,2019-02-28,cfs,7,0,48.42,92.89,68.69
02203700,"INTRENCHMENT CR AT CONSTITUTION RD, NR A",33.689,-84.3305,03070103,24.39,2019-02-28,cfs,7,0,56.26,146.05,86.55
02203831,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DE",33.7057,-84.2924,03070103,7.55,2019-02-28,cfs,7,0,0,0,0
02203863,"SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLAN",33.6932,-84.2539,03070103,18.81,2019-02-28,cfs,7,0,71.63,160.63,116.11
02203900,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLAN",33.6662,-84.2246,03070103,207.57,2019-02-28,cfs,7,0,61.57,121.74,89.18
02203950,"SNAPFINGER CREEK NEAR DECATUR, GA",33.7634,-84.2202,03070103,29.7,2019-02-28,cfs,6,0,66.85,154.85,106.11
02203960,"SNAPFINGER CR AT THOMPSON MILL RD NR LIT",33.6967,-84.1986,03070103,56.99,2019-02-28,cfs,7,0,52.85,113.37,57.28
02204037,"POLE BRIDGE CR AT EVANS MILL RD NEAR LIT",33.6684,-84.151,03070103,35.67,2019-02-28,cfs,7,0,48.92,97.57,72.59
02204070,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHO",33.6298,-84.1285,03070103,469,2019-02-28,cfs,7,5,57.54,114.01,98.18
02204130,"HONEY CREEK AT GA 212, NEAR CONYERS, GA",33.5798,-84.0641,03070103,65.57,2019-02-28,cfs,7,0,60.93,130.44,111.82
02204285,"PATES CREEK NEAR FLIPPEN, GA",33.4925,-84.245,03070103,56.4,2019-02-28,cfs,7,0,76.32,141.74,133.78
02204520,"SOUTH RIVER AT GA 81, AT SNAPPING SHOALS",33.4846,-83.958,03070103,1363.57,2019-02-28,cfs,7,0,67.89,148.26,126.03
02205522,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCE",33.9259,-84.0377,03070103,7.33,2019-02-28,cfs,7,0,21.69,54.3,41.37
02205865,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILB",33.9411,-84.1078,03070103,62.24,2019-02-28,cfs,7,0,61.28,192.28,99.78
02207120,"YELLOW RIVER AT GA 124, NEAR LITHONIA, G",33.7722,-84.0578,03070103,667.86,2019-02-28,cfs,7,0,68.24,208.88,140.58
02207135,"LITTLE STONE MTN CR NEAR STONE MOUNTAIN,",33.8307,-84.1394,03070103,4.1,2019-02-28,cfs,7,0,48.45,95.79,64.77
02207160,"STONE MOUNTAIN CREEK AT GA 124, NEAR LIT",33.7734,-84.0771,03070103,81.14,2019-02-28,cfs,7,0,66.87,197.76,135.35
02207185,"NO BUSINESS CREEK AT LEE ROAD, BELOW SNE",33.7782,-84.038,03070103,28.11,2019-02-28,cfs,7,0,66.77,137.59,113.12
02207220,"YELLOW RIVER AT PLEASANT HILL ROAD, NR L",33.7337,-84.0619,03070103,770.57,2019-02-28,cfs,7,0,63.23,179.56,123.23
02207335,"YELLOW RIVER AT GEES MILL ROAD, NEAR MIL",33.6669,-83.9381,03070103,1033,2019-02-28,cfs,7,0,68.74,199.53,143.89
02207385,"BIG HAYNES CREEK AT LENORA ROAD, NR SNEL",33.8151,-83.9902,03070103,56.31,2019-02-28,cfs,7,0,75.44,164.79,131.53
02207400,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOG",33.8215,-83.9424,03070103,27.36,2019-02-28,cfs,7,0,64.91,148.21,126.32
02207418,"BIG HAYNES CREEK AT JACK TURNER DAM,NR M",33.7292,-83.9372,03070103,153.57,2019-02-28,cfs,7,0,69.47,177.83,151.12
02207435,"LITTLE HAYNES CREEK AT DIAL MILL RD NR M",33.7111,-83.9144,03070103,84.74,2019-02-28,cfs,7,0,64.88,189.83,142.42
